       21000000;   -8,712184429e-02;   -1,441722214e-01;   -5,682576739e-05;    1,354021788e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21000625;   -8,717159927e-02;   -1,441515088e-01;    2,709068031e-05;   -3,903570359e-06;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21001250;   -8,714073151e-02;   -1,440665573e-01;    9,330355169e-06;    2,968465378e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21001875;   -8,708487451e-02;   -1,439666301e-01;    1,901595169e-05;    3,192288204e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21002500;   -8,707261831e-02;   -1,437153220e-01;    1,985517173e-07;   -2,564251190e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21003125;   -8,712563664e-02;   -1,436705291e-01;   -2,130960092e-05;    3,046574420e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21003750;   -8,714216202e-02;   -1,434783041e-01;    4,706138134e-05;    5,605030310e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21004375;   -8,715812862e-02;   -1,432577670e-01;   -1,264522325e-05;   -2,753621175e-06;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21005000;   -8,712349087e-02;   -1,431281567e-01;   -2,168919309e-05;   -3,045080575e-06;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21005625;   -8,704158664e-02;   -1,428491026e-01;   -3,658950300e-05;   -1,184227585e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21006250;   -8,697219193e-02;   -1,427123547e-01;    3,027546518e-05;    3,031767119e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21006875;   -8,699497581e-02;   -1,426817328e-01;    5,213537952e-05;   -1,907555816e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21007500;   -8,695708215e-02;   -1,425793320e-01;    6,779003888e-05;    3,219391874e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21008125;   -8,695030957e-02;   -1,423588544e-01;    1,609035280e-05;    2,592174314e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21008750;   -8,680578321e-02;   -1,421913058e-01;   -6,076346835e-06;    4,725985855e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21009375;   -8,695320040e-02;   -1,420597434e-01;    2,654891796e-05;    4,177263327e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21010000;   -8,700771630e-02;   -1,418487877e-01;   -2,392947636e-06;   -2,407653483e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
       21010625;   -8,685906976e-02;   -1,417786926e-01;    2,201991083e-05;    5,135070387e-05;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00;    0,000000000e+00
